"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"INDOCO","Indoco Remedies Limited","7(2)","ADITI M. PANANDIKAR","Promoters","Equity Shares","5663795","6.14",,"20800","6123104","Buy","Equity Shares","5684595","6.16","07-Aug-2025","07-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 19:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185807_1507348_08082025071036_WEB.xml"
"VINEETLAB","Vineet Laboratories Limited","7(2)","Alluri Prabhakar Raju","Promoters","Equity Shares","238574","2.59",,"49165","1565905","Sell","Equity Shares","189409","2.05","31-Jul-2025","31-Jul-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185805_1507295_08082025065555_WEB.xml"
"VINEETLAB","Vineet Laboratories Limited","7(2)","Venkata Rama Gaddam","Promoters","Equity Shares","379736","4.12",,"30000","931800","Sell","Equity Shares","349736","3.79","28-Jul-2025","28-Jul-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185805_1507295_08082025065555_WEB.xml"
"VINEETLAB","Vineet Laboratories Limited","7(2)","Alluri Prabhakar Raju","Promoters","Equity Shares","273205","2.96",,"34631","1075639","Sell","Equity Shares","238574","2.59","28-Jul-2025","28-Jul-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185805_1507295_08082025065555_WEB.xml"
"VINEETLAB","Vineet Laboratories Limited","7(2)","Venkata Rama Gaddam","Promoters","Equity Shares","349736","3.79",,"80000","2548000","Sell","Equity Shares","269736","2.93","31-Jul-2025","31-Jul-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185805_1507295_08082025065555_WEB.xml"
"VINEETLAB","Vineet Laboratories Limited","7(2)","Alluri Maithili","Promoters","Equity Shares","154521","1.68",,"27000","859950","Sell","Equity Shares","127521","1.38","31-Jul-2025","31-Jul-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185805_1507295_08082025065555_WEB.xml"
"TFCILTD","Tourism Finance Corporation of India Limited","7(2)","Aditya Kumar Halwasiya","Director","Equity Shares","16592442","17.92",,"965000","278600000","Buy","Equity Shares","17557442","18.96","07-Aug-2025","07-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185804_1507292_08082025065521_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1249235","0.7",,"1559","421960","Buy","Equity Shares","1250794","0.7","07-Aug-2025","07-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","BSE","-","08-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185801_1507081_08082025061402_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1250794","0.7",,"7142","1934774","Buy","Equity Shares","1257936","0.71","07-Aug-2025","07-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185801_1507081_08082025061402_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1211958","0.68",,"34228","9318908","Buy","Equity Shares","1246186","0.7","06-Aug-2025","06-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185801_1507081_08082025061402_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1246186","0.7",,"3049","830504","Buy","Equity Shares","1249235","0.7","06-Aug-2025","06-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","BSE","-","08-Aug-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185801_1507081_08082025061402_WEB.xml"
"DIVYADHAN","Divyadhan Recycling Industries Limited","7(2)","VARUN GUPTA","Promoters","Equity Shares","4992798","34.9",,"2000","98300","Buy","Equity Shares","4994798","34.91","08-Aug-2025","08-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 18:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185799_1507047_08082025060543_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Yasmeen Ansari","Immediate relative","Equity Shares","4440","0",,"415","1703705","Sell","Equity Shares","4025","0","21-Jul-2025","05-Aug-2025","07-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 17:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185796_1506958_08082025054428_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Navinchandra Nishikant Nerurkar","-","Equity Shares","38079","0",,"5000","21226414","Sell","Equity Shares","33079","0","06-Aug-2025","06-Aug-2025","07-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 17:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185796_1506958_08082025054428_WEB.xml"
"MGEL","Mangalam Global Enterprise Limited","7(2)","Praveen Kumar Gupta","Director","Equity Shares","223714","0.07",,"100000","1640000","Sell","Equity Shares","123714","0.04","06-Aug-2025","06-Aug-2025","08-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185794_1506768_08082025044412_WEB.xml"
"CHEMBOND","Chembond Material Technologies Limited","7(2)","Mamta N Shah","Promoter Group","Equity Shares","93300","0.69",,"93300","0","Sell","Equity Shares","Nil","0","07-Aug-2025","07-Aug-2025","07-Aug-2025","Gift","-","-","0","0","0","0","NA","-","08-Aug-2025 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185792_1506758_08082025044006_WEB.xml"
"CHEMBOND","Chembond Material Technologies Limited","7(2)","NIRMAL V SHAH","Promoters","Equity Shares","1795190","13.35",,"124700","0","Buy","Equity Shares","1919890","14.28","07-Aug-2025","07-Aug-2025","07-Aug-2025","Gift","-","-","0","0","0","0","NA","-","08-Aug-2025 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185792_1506758_08082025044006_WEB.xml"
"CHEMBOND","Chembond Material Technologies Limited","7(2)","Kshitija N Shah","Promoter Group","Equity Shares","27100","0.2",,"27100","0","Sell","Equity Shares","Nil","0","07-Aug-2025","07-Aug-2025","07-Aug-2025","Gift","-","-","0","0","0","0","NA","-","08-Aug-2025 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185792_1506758_08082025044006_WEB.xml"
"CHEMBOND","Chembond Material Technologies Limited","7(2)","Rahil N Shah","Promoter Group","Equity Shares","4300","0.03",,"4300","0","Sell","Equity Shares","Nil","0","07-Aug-2025","07-Aug-2025","07-Aug-2025","Gift","-","-","0","0","0","0","NA","-","08-Aug-2025 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185792_1506758_08082025044006_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Nikhil Ashokkumar Chopra","Director","Equity Shares","245122","0.16",,"121151","203243029","Pledge Revoke","Equity Shares","245122","0.16","06-Aug-2025","07-Aug-2025","08-Aug-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","08-Aug-2025 16:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185790_1506718_08082025042758_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Narayan Prasad Saraf","Key Managerial Personnel","Equity Shares","21530","0.01",,"19500","32713500","Pledge Revoke","Equity Shares","21530","0.01","06-Aug-2025","07-Aug-2025","08-Aug-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","08-Aug-2025 16:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185790_1506718_08082025042758_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dr. Sujay Rajhans","Employees/Designated Employees","Equity Shares","11811","0.01",,"1200","2028000","Pledge Revoke","Equity Shares","11811","0.01","07-Aug-2025","07-Aug-2025","08-Aug-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","08-Aug-2025 16:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185790_1506718_08082025042758_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Narayan Prasad Saraf","Key Managerial Personnel","Equity Shares","21530","0.01",,"19500","32713500","Sell","Equity Shares","2030","0","06-Aug-2025","07-Aug-2025","08-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 16:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185790_1506718_08082025042758_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Nikhil Ashokkumar Chopra","Director","Equity Shares","245122","0.16",,"121151","203243029","Sell","Equity Shares","123971","0.08","06-Aug-2025","07-Aug-2025","08-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 16:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185790_1506718_08082025042758_WEB.xml"
"NAHARPOLY","Nahar Poly Films Limited","7(2)","CLOSETTRUNK PRIVATE LIMITED","Promoter Group","Equity Shares","5000","0.02",,"10000","3128125","Buy","Equity Shares","15000","0.06","05-Aug-2025","06-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 16:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185789_1506689_08082025041857_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","6158588","0.88",,"6890","2412602","Sell","Equity Shares","6151698","0.88","06-Aug-2025","06-Aug-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 15:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185786_1506623_08082025034609_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","6175588","0.88",,"17000","6041630","Sell","Equity Shares","6158588","0.88","05-Aug-2025","05-Aug-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 15:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185786_1506623_08082025034609_WEB.xml"
"SILVERTUC","Silver Touch Technologies Limited","7(2)","Mr Palak Shah","Promoters","Equity Shares","693280","5.47",,"8800","6559960","Pledge","Equity Shares","693280","5.47","04-Aug-2025","04-Aug-2025","07-Aug-2025","Pledge Creation","-","-","0","0","0","0","NA","-","08-Aug-2025 15:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185784_1506618_08082025034526_WEB.xml"
"SILVERTUC","Silver Touch Technologies Limited","7(2)","Mr Vipul Thakkar","Promoters","Equity Shares","2676976","21.11",,"36850","27469832","Pledge","Equity Shares","2676976","21.11","05-Aug-2025","05-Aug-2025","07-Aug-2025","Pledge Creation","-","-","0","0","0","0","NA","-","08-Aug-2025 15:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185784_1506618_08082025034526_WEB.xml"
"SILVERTUC","Silver Touch Technologies Limited","7(2)","Mr Jignesh Patel","Promoters","Equity Shares","2627710","20.72",,"36850","27469832","Pledge","Equity Shares","2627710","20.72","04-Aug-2025","04-Aug-2025","07-Aug-2025","Pledge Creation","-","-","0","0","0","0","NA","-","08-Aug-2025 15:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185784_1506618_08082025034526_WEB.xml"
"SILVERTUC","Silver Touch Technologies Limited","7(2)","Mr Minesh Doshi","Promoters","Equity Shares","2227500","17.57",,"27500","20499875","Pledge","Equity Shares","2227500","17.57","05-Aug-2025","05-Aug-2025","07-Aug-2025","Pledge Creation","-","-","0","0","0","0","NA","-","08-Aug-2025 15:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185784_1506618_08082025034526_WEB.xml"
"MHRIL","Mahindra Holidays & Resorts India Limited","7(2)","Dhanraj Mulki","Key Managerial Personnel","Equity Shares","10000","0.01",,"10000","3542608","Sell","Equity Shares","Nil","0","04-Aug-2025","05-Aug-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185782_1506511_08082025025020_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","206398","0.15",,"1340","2619805","Sell","Equity Shares","205058","0.15","06-Aug-2025","06-Aug-2025","06-Aug-2025","ESOP","-","-","0","0","0","0","NSE","-","08-Aug-2025 14:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185780_1506494_08082025022744_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Clarence Carleton King II","Director","Equity Shares","250990","0.15",,"110000","172701650","Sell","Equity Shares","140990","0.08","06-Aug-2025","06-Aug-2025","08-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 13:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185778_1506430_08082025010212_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","DIGIDRIVE DISTRIBUTORS LTD","Promoter Group","Equity Shares","211881","1.15",,"799","323553","Buy","Equity Shares","212680","1.15","06-Aug-2025","06-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 12:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185776_1506416_08082025123733_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","DIGIDRIVE DISTRIBUTORS LTD","Promoter Group","Equity Shares","216401","1.17",,"400","162431","Buy","Equity Shares","216801","1.17","07-Aug-2025","07-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 12:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185776_1506416_08082025123733_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","DIGIDRIVE DISTRIBUTORS LTD","Promoter Group","Equity Shares","212680","1.15",,"1394","564496","Buy","Equity Shares","214074","1.16","06-Aug-2025","06-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","BSE","-","08-Aug-2025 12:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185776_1506416_08082025123733_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","DIGIDRIVE DISTRIBUTORS LTD","Promoter Group","Equity Shares","214074","1.16",,"2327","944942","Buy","Equity Shares","216401","1.17","07-Aug-2025","07-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 12:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185776_1506416_08082025123733_WEB.xml"
"NEWJAISA","Newjaisa Technologies Limited","7(2)","Mukunda Raghavendra","Promoters","Equity Shares","940562","2.66",,"103500","3553717","Sell","Equity Shares","837062","2.37","04-Aug-2025","04-Aug-2025","06-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","08-Aug-2025 12:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185774_1506389_08082025120803_WEB.xml"
"KAJARIACER","Kajaria Ceramics Limited","7(2)","CHETAN KAJARIA","Promoter Group","Equity Shares","1339880","0.84",,"100000","129328000","Buy","Equity Shares","1439880","0.9","08-Aug-2025","08-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 12:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185772_1506385_08082025120140_WEB.xml"
"KAJARIACER","Kajaria Ceramics Limited","7(2)","RISHI KAJARIA","Promoter Group","Equity Shares","1805716","1.13",,"100000","129512000","Buy","Equity Shares","1905716","1.2","08-Aug-2025","08-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 12:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185772_1506385_08082025120140_WEB.xml"
"AVONMORE","Avonmore Capital & Management Services  Limited","7(2)","INNOVATIVE MONEY MATTERS PRIVATE LIMITED","Promoters","Equity Shares","93479900","33.12",,"25000","448888","Buy","Equity Shares","93504900","33.13","07-Aug-2025","07-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 11:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185769_1506356_08082025112219_WEB.xml"
"AVONMORE","Avonmore Capital & Management Services  Limited","7(2)","NAVJEET SINGH SOBTI HUF","Promoter Group","Equity Shares","140000","0.05",,"75000","1350000","Buy","Equity Shares","215000","0.07","07-Aug-2025","07-Aug-2025","08-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 11:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185769_1506356_08082025112219_WEB.xml"
"TEJASCARGO","Tejas Cargo India Limited","7(2)","MANISH BINDAL","Promoters","Equity Shares","8886606","37.19",,"2400","664628","Buy","Equity Shares","8889006","37.2","06-Aug-2025","06-Aug-2025","07-Aug-2025","-","-","-","0","0","0","0","NSE","-","08-Aug-2025 10:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185767_1506339_08082025104405_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3591423","13.35",,"1471","257425","Buy","Equity Shares","3592894","13.36","06-Aug-2025","06-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 10:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185765_1506331_08082025102931_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3590380","13.35",,"1043","182525","Buy","Equity Shares","3591423","13.35","06-Aug-2025","06-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","BSE","-","08-Aug-2025 10:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185765_1506331_08082025102931_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3592894","13.36",,"3000","534000","Buy","Equity Shares","3595894","13.37","07-Aug-2025","07-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","BSE","-","08-Aug-2025 10:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185765_1506331_08082025102931_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3595894","13.37",,"7392","1309552","Buy","Equity Shares","3603286","13.4","07-Aug-2025","07-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 10:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185765_1506331_08082025102931_WEB.xml"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","7(2)","SKM SHREE SHIVKUMAR","Key Managerial Personnel","Equity Shares","11755989","44.65",,"31513","10149808","Buy","Equity Shares","11787502","44.77","07-Aug-2025","07-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","08-Aug-2025 09:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185763_1506320_08082025094515_WEB.xml"
"RSSOFTWARE","R. S. Software (India) Limited","7(2)","Rajnit Rai Jain","Promoters","Equity Shares","10173082","39.38",,"19546","1245643","Buy","Equity Shares","10192628","39.46","07-Aug-2025","07-Aug-2025","07-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","07-Aug-2025 21:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185761_1506225_07082025093033_WEB.xml"
"GVPTECH","GVP Infotech Limited","7(2)","Dhaval Jitendrakumar Mistry (Trustee of Linkstar Trust)","Promoters","Equity Shares","141651590","76.97",,"4000000","-","Sell","Equity Shares","137651590","74.79","06-Aug-2025","07-Aug-2025","07-Aug-2025","Market Sale","-","-","0","0","0","0","NSE","-","07-Aug-2025 19:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185759_1505962_07082025073427_WEB.xml"
"RSSOFTWARE","R. S. Software (India) Limited","7(2)","Rajnit Rai Jain","Promoters","Equity Shares","10170628","39.37",,"2454","162399","Buy","Equity Shares","10173082","39.38","06-Aug-2025","06-Aug-2025","06-Aug-2025","Market Purchase","-","-","0","0","0","0","NSE","-","07-Aug-2025 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185757_1505937_07082025072758_WEB.xml"
"MANORAMA","Manorama Industries Limited","7(2)","Agastya Saraf","Promoters","Equity Shares","1340978","2.25",,"1192281","0","Sell","Equity Shares","148697","0.25","05-Aug-2025","05-Aug-2025","06-Aug-2025","Gift","-","-","0","0","0","0","NA","-","07-Aug-2025 19:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185754_1505918_07082025072305_WEB.xml"
"MANORAMA","Manorama Industries Limited","7(2)","Ashish Ramesh Saraf","Promoters","Equity Shares","25184158","42.25",,"2384562","0","Buy","Equity Shares","27568720","46.25","05-Aug-2025","05-Aug-2025","06-Aug-2025","Gift","-","-","0","0","0","0","NA","-","07-Aug-2025 19:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185754_1505918_07082025072305_WEB.xml"
